"문제키값","문제","오픈일자","보기순번","보기정보","정답여부"
"244","다음 중 '행티'의 뜻은?","20130625","1552","심술을 부려 남을 해롭게 하는 버릇","정답"
"243","다음 중 “이로울 것은 조금도 없고 해롭기만 한 것을 빗대어 이르는” 속담이 아닌 것은?","20130624","1325","봄비 잦은 것",""
"243","다음 중 “이로울 것은 조금도 없고 해롭기만 한 것을 빗대어 이르는” 속담이 아닌 것은?","20130624","1326","지어미 손 큰 것",""
"243","다음 중 “이로울 것은 조금도 없고 해롭기만 한 것을 빗대어 이르는” 속담이 아닌 것은?","20130624","1327","털 뜯은 ？","정답"
"243","다음 중 “이로울 것은 조금도 없고 해롭기만 한 것을 빗대어 이르는” 속담이 아닌 것은?","20130624","1328","어린애 입 잰 것",""
"242","'동호네의 땅을 부치는 작인 집 여자들은 추옥이에게 잘 뵈려고 연방 이렇게 피새를 올리고 섰다.'에서 '피새'의 뜻은?  ","20130621","1329","알랑거리며 늘어놓는 말","정답"
"242","'동호네의 땅을 부치는 작인 집 여자들은 추옥이에게 잘 뵈려고 연방 이렇게 피새를 올리고 섰다.'에서 '피새'의 뜻은?  ","20130621","1330","소심하여 어려운 일을 늘 피하는 성질",""
"242","'동호네의 땅을 부치는 작인 집 여자들은 추옥이에게 잘 뵈려고 연방 이렇게 피새를 올리고 섰다.'에서 '피새'의 뜻은?  ","20130621","1331","찰거머리같이 남을 따라다니면서 귀찮게 구는 성질",""
"242","'동호네의 땅을 부치는 작인 집 여자들은 추옥이에게 잘 뵈려고 연방 이렇게 피새를 올리고 섰다.'에서 '피새'의 뜻은?  ","20130621","1332","급하고 날카로워 화를 잘 내는 성질",""
"241","다음 중 어법에 맞는 문장은?","20130620","1333","오늘의 첫 번째 뉴스를 말씀드리겠습니다.",""
"241","다음 중 어법에 맞는 문장은?","20130620","1334","그 사람은 말을 잘함으로 웅변가라고 인정받는다.",""
"241","다음 중 어법에 맞는 문장은?","20130620","1335","다음에는 회장님의 인사 말씀이 계시겠습니다.",""
"241","다음 중 어법에 맞는 문장은?","20130620","1336","이것은 어제 산 책이요 저것은 원래 있던 책이다.","정답"
"240","'지금으로서는 제 몸 가축도 부실한 장자에게 맡길 일이란 아무것도 없었다.'에서 '가축'의 뜻은?","20130619","1337","많은 돈을 저축함",""
"240","'지금으로서는 제 몸 가축도 부실한 장자에게 맡길 일이란 아무것도 없었다.'에서 '가축'의 뜻은?","20130619","1338","필요 밖의 일",""
"240","'지금으로서는 제 몸 가축도 부실한 장자에게 맡길 일이란 아무것도 없었다.'에서 '가축'의 뜻은?","20130619","1339","알뜰하게 매만져서 잘 간직하거나 거둠","정답"
"240","'지금으로서는 제 몸 가축도 부실한 장자에게 맡길 일이란 아무것도 없었다.'에서 '가축'의 뜻은?","20130619","1340","잘 지내는 일",""
"239","다음 중 띄어쓰기가 잘못된 것은?","20130618","1341","지금쯤은 그가 올 법하다.",""
"239","다음 중 띄어쓰기가 잘못된 것은?","20130618","1342","그는 노량진에 이년 육개월 십오일간 머물러 있었다.","정답"
"239","다음 중 띄어쓰기가 잘못된 것은?","20130618","1343","새파란 게 어른에게 대든다.",""
"239","다음 중 띄어쓰기가 잘못된 것은?","20130618","1344","보아하니 나쁜 사람은 아닌 성도 싶었다.",""
"238","'장독에 쉬가 슬어 있다.'에서 '쉬'의 뜻은? ","20130617","1345","구더기의 알",""
"238","'장독에 쉬가 슬어 있다.'에서 '쉬'의 뜻은? ","20130617","1346","모기의 알",""
"238","'장독에 쉬가 슬어 있다.'에서 '쉬'의 뜻은? ","20130617","1347","새의 알",""
"238","'장독에 쉬가 슬어 있다.'에서 '쉬'의 뜻은? ","20130617","1348","파리의 알","정답"
"237","다음 중 띄어쓰기가 올바르게 된 것은?","20130614","1349","제 3차 오일쇼크는 피할 길이 없다.",""
"237","다음 중 띄어쓰기가 올바르게 된 것은?","20130614","1350","지금은 세시가 조금 넘었다.","정답"
"237","다음 중 띄어쓰기가 올바르게 된 것은?","20130614","1351","그녀는 소 같이 일만 했다.",""
"237","다음 중 띄어쓰기가 올바르게 된 것은?","20130614","1352","아는 것으로 부터의 자유를 만끽했다.",""
"236","다음 중 '감바리'의 뜻은? ","20130613","1353","매우 추저분하고 더러워 꼴답지 못한 사람",""
"236","다음 중 '감바리'의 뜻은? ","20130613","1354","아주 남루한 옷을 입고 있는 사람",""
"236","다음 중 '감바리'의 뜻은? ","20130613","1355","매우 이기적인 사람",""
"236","다음 중 '감바리'의 뜻은? ","20130613","1356","이익을 노리고 눈치 빠르게 달라붙는 사람","정답"
"235","다음 중 맞춤법에 어긋난 말이 있는 것은?","20130612","1357","속초에 가자미식해가 유명합니다.",""
"235","다음 중 맞춤법에 어긋난 말이 있는 것은?","20130612","1358","한참을 웃었더니 수술한 자리가 땅겼다.",""
"235","다음 중 맞춤법에 어긋난 말이 있는 것은?","20130612","1359","망둥어가 뛰니까 전라도 빗자루도 뛴다.","정답"
"235","다음 중 맞춤법에 어긋난 말이 있는 것은?","20130612","1360","몇 달을 앓더니 꼬챙이처럼 말랐다.",""
"234","다음 중 '서울까투리'의 뜻은?","20130611","1361","아주 얄미운 사람",""
"234","다음 중 '서울까투리'의 뜻은?","20130611","1362","아주 까다롭고 인색한 사람",""
"234","다음 중 '서울까투리'의 뜻은?","20130611","1363","수줍음이 없고 숫기가 많은 사람","정답"
"234","다음 중 '서울까투리'의 뜻은?","20130611","1364","서울에서 나고 자란 사람",""
"233","다음 중 호칭어와 지칭어의 사용이 옳지 않은 것은? ","20130610","1377","어버지 제 처 어디 갔습니까?","정답"
"233","다음 중 호칭어와 지칭어의 사용이 옳지 않은 것은? ","20130610","1378","여보 설에는 어버님 댁에 혼자 갈 거지?",""
"233","다음 중 호칭어와 지칭어의 사용이 옳지 않은 것은? ","20130610","1379","매제 오랜만입니다.",""
"233","다음 중 호칭어와 지칭어의 사용이 옳지 않은 것은? ","20130610","1380","제부 많이 드세요.",""
"232","'어디선가 전병코인 술도가 주인이 달려왔다.'에서 '전병코'의 뜻은? ","20130607","1373","아주 뾰족한 코를 가진 사람",""
"232","'어디선가 전병코인 술도가 주인이 달려왔다.'에서 '전병코'의 뜻은? ","20130607","1374","몹시 넓적하게 생긴 코를 가진 사람","정답"
"232","'어디선가 전병코인 술도가 주인이 달려왔다.'에서 '전병코'의 뜻은? ","20130607","1375","뭉툭한 코를 가진 사람",""
"232","'어디선가 전병코인 술도가 주인이 달려왔다.'에서 '전병코'의 뜻은? ","20130607","1376","콧등이 잘록한 코를 가진 사람",""
"231","다음 중 언어 예절에 맞지 않는 것은?","20130605","1369","아버지한테 야단맞았어.","정답"
"231","다음 중 언어 예절에 맞지 않는 것은?","20130605","1370","할머니 어머니가 지금 오고 계십니다.",""
"231","다음 중 언어 예절에 맞지 않는 것은?","20130605","1371","장인어른 집사람이 이걸 전해드리랍니다.",""
"231","다음 중 언어 예절에 맞지 않는 것은?","20130605","1372","(사장이 대리를 찾으며) 김 과장 김 대리는 어디에 가셨나요?",""
"230","다음 중 '고래실'의 뜻은? ","20130604","1365","바닥이 깊고 물길이 좋아 기름진 논","정답"
"230","다음 중 '고래실'의 뜻은? ","20130604","1366","수확량이 좋은 밭과 논",""
"230","다음 중 '고래실'의 뜻은? ","20130604","1367","집 가까이에 있는 논",""
"230","다음 중 '고래실'의 뜻은? ","20130604","1368","물의 근원이 전혀 없어 빗물에 의지하여 경작하는 논",""
"229","김 한 톳과  달걀 한 꾸러미의 수량은? ","20130603","1281","60",""
"229","김 한 톳과  달걀 한 꾸러미의 수량은? ","20130603","1282","70",""
"229","김 한 톳과  달걀 한 꾸러미의 수량은? ","20130603","1283","110","정답"
"229","김 한 톳과  달걀 한 꾸러미의 수량은? ","20130603","1284","120",""
"228","다음 중 '청맹과니'의 뜻은? ","20130531","1225","짝눈을 가진 사람",""
"228","다음 중 '청맹과니'의 뜻은? ","20130531","1226","눈이 매우 작은 사람",""
"228","다음 중 '청맹과니'의 뜻은? ","20130531","1227","겉으로 보기에는 멀쩡하나 앞을 보지 못하는 눈을 가진 사람","정답"
"228","다음 중 '청맹과니'의 뜻은? ","20130531","1228","한 눈은 작고 한 눈은 큰 사람",""
"227","고등어 한 손과 굴비 한 두름의 수량은?","20130530","1105","12",""
"227","고등어 한 손과 굴비 한 두름의 수량은?","20130530","1106","20",""
"227","고등어 한 손과 굴비 한 두름의 수량은?","20130530","1107","22","정답"
"227","고등어 한 손과 굴비 한 두름의 수량은?","20130530","1108","30",""
"226","'그는 평소에 잘 먹어서인지 살거리가 좋은 편이다.'에서 '살거리'의 뜻은?","20130529","1109","몸에 붙은 살의 정도와 모양","정답"
"226","'그는 평소에 잘 먹어서인지 살거리가 좋은 편이다.'에서 '살거리'의 뜻은?","20130529","1110","살이 많이 붙은 몸",""
"226","'그는 평소에 잘 먹어서인지 살거리가 좋은 편이다.'에서 '살거리'의 뜻은?","20130529","1111","몸에 살이 많은 정도",""
"226","'그는 평소에 잘 먹어서인지 살거리가 좋은 편이다.'에서 '살거리'의 뜻은?","20130529","1112","몸에 살이 적은 정도",""
"225","다음 중 띄어쓰기가 옳지 않은 것은?","20130528","1113","어젯밤에 밤손님이 들어 패물을 몽땅 가져가 버렸다.",""
"225","다음 중 띄어쓰기가 옳지 않은 것은?","20130528","1114","누구나 한 번은 겪는 일이다.",""
"225","다음 중 띄어쓰기가 옳지 않은 것은?","20130528","1115","제발 우는소리 그만하시고 정신 좀 차리세요.",""
"225","다음 중 띄어쓰기가 옳지 않은 것은?","20130528","1116","그는 하도 밥맛 없게 굴어서 같이 다니고 싶지 않다.","정답"
"224","다음 중 '아늠'의 뜻은?","20130527","1229","코와 윗입술 사이에 오목하게 골이 진 곳",""
"224","다음 중 '아늠'의 뜻은?","20130527","1230","귀와 눈 사이의 맥박이 뛰는 곳",""
"224","다음 중 '아늠'의 뜻은?","20130527","1231","이마에 잡힌 주름살",""
"224","다음 중 '아늠'의 뜻은?","20130527","1232","볼을 이루고 있는 살","정답"
"223","다음 중 맞춤법에 맞지 않은 표현은?","20130524","1121","진작부터 전방에 대해 싫증을 나타내고 있었다.",""
"223","다음 중 맞춤법에 맞지 않은 표현은?","20130524","1122","멋 내려다 골병이 들 수 있습니다.",""
"223","다음 중 맞춤법에 맞지 않은 표현은?","20130524","1123","고기는 비계가 많은 제육이었다.",""
"223","다음 중 맞춤법에 맞지 않은 표현은?","20130524","1124","그는 회사 일을 마치면 의레 동료들과 술 한 잔을 한다.","정답"
"222","'넌 가난이란 게 사람에게서 오로지 인두겁만 남겨 놓고 모든 사람다움을 얼마만큼 샅샅이 짓밟는다는 걸 모를 테니까.'에서 '인두겁'의 뜻은?","20130523","1125","사람의 얼굴",""
"222","'넌 가난이란 게 사람에게서 오로지 인두겁만 남겨 놓고 모든 사람다움을 얼마만큼 샅샅이 짓밟는다는 걸 모를 테니까.'에서 '인두겁'의 뜻은?","20130523","1126","사람의 형상이나 탈","정답"
"222","'넌 가난이란 게 사람에게서 오로지 인두겁만 남겨 놓고 모든 사람다움을 얼마만큼 샅샅이 짓밟는다는 걸 모를 테니까.'에서 '인두겁'의 뜻은?","20130523","1127","인체의 아랫부분",""
"222","'넌 가난이란 게 사람에게서 오로지 인두겁만 남겨 놓고 모든 사람다움을 얼마만큼 샅샅이 짓밟는다는 걸 모를 테니까.'에서 '인두겁'의 뜻은?","20130523","1128","인체의 윗부분",""
"221","호칭어와 지칭어의 사용이 옳지 않은 것은?","20130522","1129","살아있는 아버지 - 엄친(嚴親)",""
"221","호칭어와 지칭어의 사용이 옳지 않은 것은?","20130522","1130","아내 오빠의 아내 - 아주머니",""
"221","호칭어와 지칭어의 사용이 옳지 않은 것은?","20130522","1131","남편의 누이동생 - 아기씨",""
"221","호칭어와 지칭어의 사용이 옳지 않은 것은?","20130522","1132","남편의 결혼한 남동생 - 도련님","정답"
"220","다음 중 '군기침'의 뜻은?","20130521","1233","심한 기침",""
"220","다음 중 '군기침'의 뜻은?","20130521","1234","자주 하는 기침",""
"220","다음 중 '군기침'의 뜻은?","20130521","1235","일부러 하는 기침","정답"
"220","다음 중 '군기침'의 뜻은?","20130521","1236","솟구어 올려서 세게 하는 기침",""
"219","된소리로 발음하는 것이 표준 발음인 것은?","20130520","1137","흠집이 생긴다. - 흠집","정답"
"219","된소리로 발음하는 것이 표준 발음인 것은?","20130520","1138","문제 해결의 관건을 쥐다. - 관건",""
"219","된소리로 발음하는 것이 표준 발음인 것은?","20130520","1139","승부가 전반전에 간단히 결정 났다. - 간단",""
"219","된소리로 발음하는 것이 표준 발음인 것은?","20130520","1140","그의 불법한 행위에 대하여 모두들 분노했다. - 불법",""
"218","'그의 철없는 웃음엣짓에 너무 신경 쓰지 마라.'에서 '웃음엣짓'의 뜻은? ","20130516","1141","비웃음을 살 만한 짓",""
"218","'그의 철없는 웃음엣짓에 너무 신경 쓰지 마라.'에서 '웃음엣짓'의 뜻은? ","20130516","1142","너무 많이 웃는 짓",""
"218","'그의 철없는 웃음엣짓에 너무 신경 쓰지 마라.'에서 '웃음엣짓'의 뜻은? ","20130516","1143","웃음이 절로 나오는 짓거리",""
"218","'그의 철없는 웃음엣짓에 너무 신경 쓰지 마라.'에서 '웃음엣짓'의 뜻은? ","20130516","1144","웃기려고 하는 짓","정답"
"217","단위어의 수량에 대한 설명 중 옳은 것은?","20130515","1145","김 100장 묶음을 한 속(束)이라 한다.","정답"
"217","단위어의 수량에 대한 설명 중 옳은 것은?","20130515","1146","마늘 30개를 묶어 한 접이라 한다.",""
"217","단위어의 수량에 대한 설명 중 옳은 것은?","20130515","1147","오징어 10마리를 묶어 한 축이라고 한다.",""
"217","단위어의 수량에 대한 설명 중 옳은 것은?","20130515","1148","고사리 20모습가량 엮은 것을 한 두름이라 한다.",""
"216","'철록어미냐 용귀돌이냐 담배도 잘 먹는다.'에서 '철록어미'의 뜻은?","20130514","1149","줄담배를 피우는 사람",""
"216","'철록어미냐 용귀돌이냐 담배도 잘 먹는다.'에서 '철록어미'의 뜻은?","20130514","1150","담배를 쉬지 않고 늘 피우는 사람","정답"
"216","'철록어미냐 용귀돌이냐 담배도 잘 먹는다.'에서 '철록어미'의 뜻은?","20130514","1151","사리를 분별하지 못하는 어리석은 사람",""
"216","'철록어미냐 용귀돌이냐 담배도 잘 먹는다.'에서 '철록어미'의 뜻은?","20130514","1152","담배 맛도 모르면서 피우는 사람",""
"215","어법이 바르고 자연스러운 문장은?","20130513","1153","이 시계는 한 시간이나 느리다.",""
"215","어법이 바르고 자연스러운 문장은?","20130513","1154","아무리 돈이 많아도 그럴 수는 없다.","정답"
"215","어법이 바르고 자연스러운 문장은?","20130513","1155","비 올 기미가 보이지 않고 있습니다.",""
"215","어법이 바르고 자연스러운 문장은?","20130513","1156","남편이 키가 크고 부인은 노래를 한다.",""
"214","'어느 집단이든 트레바리가 있게 마련이다.'에서 '트레바리'의 뜻은? ","20130510","1093","트집 잡기를 좋아하는 사람",""
"214","'어느 집단이든 트레바리가 있게 마련이다.'에서 '트레바리'의 뜻은? ","20130510","1094","형식에 사로잡혀 일을 제대로 하지 못하는 사람",""
"214","'어느 집단이든 트레바리가 있게 마련이다.'에서 '트레바리'의 뜻은? ","20130510","1095","까닭 없이 남의 말에 반대하기를 좋아하는 성격을 가진 사람","정답"
"214","'어느 집단이든 트레바리가 있게 마련이다.'에서 '트레바리'의 뜻은? ","20130510","1096","미련하고 무지한 사람",""
"213","다음 중 띄어쓰기가 바르지 않은 것은?","20130509","1089","친구가 도착한 지 두 시간 만에 떠났다.",""
"213","다음 중 띄어쓰기가 바르지 않은 것은?","20130509","1090","이왕 산 중턱까지 온바에 꼭대기까지 올라갑시다.","정답"
"213","다음 중 띄어쓰기가 바르지 않은 것은?","20130509","1091","그녀와 아침 겸 점심을 먹었다.",""
"213","다음 중 띄어쓰기가 바르지 않은 것은?","20130509","1092","당신을 만나러 가려던 차였는데 잘 왔소.",""
"212","'도대체 우리를 핫바지로 알아도 분수가 있지.'에서 '핫바지'의 뜻은? ","20130508","1085","촌스러운 사람",""
"212","'도대체 우리를 핫바지로 알아도 분수가 있지.'에서 '핫바지'의 뜻은? ","20130508","1086","무식하고 어리석은 사람","정답"
"212","'도대체 우리를 핫바지로 알아도 분수가 있지.'에서 '핫바지'의 뜻은? ","20130508","1087","경험이 없어 일에 서툰 사람",""
"212","'도대체 우리를 핫바지로 알아도 분수가 있지.'에서 '핫바지'의 뜻은? ","20130508","1088","늘 피해만 당하는 사람",""
"211","맞춤법에 어긋난 말이 있는 문장은?","20130507","1081","여행 계획을 비밀에 부쳤다.",""
"211","맞춤법에 어긋난 말이 있는 문장은?","20130507","1082","배추를 소금물에 절였다.",""
"211","맞춤법에 어긋난 말이 있는 문장은?","20130507","1083","솥에 쌀을 안치러 부엌으로 갔다.",""
"211","맞춤법에 어긋난 말이 있는 문장은?","20130507","1084","에개개 그 정도 가지고 뭘 그래.","정답"
"210","'나도 자네와 같은 삼팔따라지다.'에서 '삼팔따라지'의 뜻은?","20130506","1077","밭에 있는 인삼을 몰래 파 훔쳐 가는 도둑",""
"210","'나도 자네와 같은 삼팔따라지다.'에서 '삼팔따라지'의 뜻은?","20130506","1078","삼팔선 이북의 북한에서 월남한 사람","정답"
"210","'나도 자네와 같은 삼팔따라지다.'에서 '삼팔따라지'의 뜻은?","20130506","1079","삼팔선을 넘어 귀순한 사람",""
"210","'나도 자네와 같은 삼팔따라지다.'에서 '삼팔따라지'의 뜻은?","20130506","1080","매우 처량한 처지에 있는 사람",""
"209","높임법의 쓰임이 잘못된 것은?","20130503","1073","제 아내가 사준 넥타이입니다.",""
"209","높임법의 쓰임이 잘못된 것은?","20130503","1074","선생님의 말씀이 있으시겠습니다.",""
"209","높임법의 쓰임이 잘못된 것은?","20130503","1075","댁에 정원사가 있으시죠?",""
"209","높임법의 쓰임이 잘못된 것은?","20130503","1076","어머님 올해도 건강하세요.","정답"
"208","'늦깎이로 시작한 연기 생활이었던 만큼 그 길이 순탄치 않았다.'에서 '늦깎기'의 뜻은?","20130502","1069","어떤 일이든지 잘 해내는 재간 있는 사람",""
"208","'늦깎이로 시작한 연기 생활이었던 만큼 그 길이 순탄치 않았다.'에서 '늦깎기'의 뜻은?","20130502","1070","나이가 많은 승려",""
"208","'늦깎이로 시작한 연기 생활이었던 만큼 그 길이 순탄치 않았다.'에서 '늦깎기'의 뜻은?","20130502","1071","대기만성형의 사람",""
"208","'늦깎이로 시작한 연기 생활이었던 만큼 그 길이 순탄치 않았다.'에서 '늦깎기'의 뜻은?","20130502","1072","나이가 많이 들어서 어떤 일을 시작한 사람","정답"
"207","지칭어 설명 중 맞지 않은 것은?","20130501","1065","내종형제 - 고종 사촌",""
"207","지칭어 설명 중 맞지 않은 것은?","20130501","1066","종질부 - 당형제의 며느리",""
"207","지칭어 설명 중 맞지 않은 것은?","20130501","1067","재종질녀 - 육촌 동생","정답"
"207","지칭어 설명 중 맞지 않은 것은?","20130501","1068","이질서 - 언니의 사위",""
"206","다음 중 '치룽구니'의 뜻은?","20130430","1061","무슨 일이든 야무지게 잘하는 사람",""
"206","다음 중 '치룽구니'의 뜻은?","20130430","1062","어리석어서 쓸모가 적은 사람","정답"
"206","다음 중 '치룽구니'의 뜻은?","20130430","1063","무슨 일이든 시키는 대로 하는 사람",""
"206","다음 중 '치룽구니'의 뜻은?","20130430","1064","늘 칭얼거려 귀찮은 사람",""
"205","다음 중 '바닥쇠'의 뜻은?","20130429","1057","밑바닥 생활을 하는 사람",""
"205","다음 중 '바닥쇠'의 뜻은?","20130429","1058","그 지방에서 오래 전부터 사는 사람","정답"
"205","다음 중 '바닥쇠'의 뜻은?","20130429","1059","장사를 하다가 바닥이 드러난 사람",""
"205","다음 중 '바닥쇠'의 뜻은?","20130429","1060","고향을 오래 전에 떠났다가 돌아온 사람",""
"204","다음 중 '가르친사위'의 뜻은?","20130426","1045","어려서 데려다 키운 후 사위로 삼은 사람",""
"204","다음 중 '가르친사위'의 뜻은?","20130426","1046","고분고분 말을 잘 듣는 사람",""
"204","다음 중 '가르친사위'의 뜻은?","20130426","1047","아무리 가르쳐도 깨우침이 없는 사람",""
"204","다음 중 '가르친사위'의 뜻은?","20130426","1048","독창성이 없고 시키는 대로만 하는 사람","정답"
"203","다음 중 '구메구메'의 뜻은?","20130425","1041","힘을 내어 열심히",""
"203","다음 중 '구메구메'의 뜻은?","20130425","1042","남모르게 틈틈이","정답"
"203","다음 중 '구메구메'의 뜻은?","20130425","1043","남을 시키느니 차라리",""
"203","다음 중 '구메구메'의 뜻은?","20130425","1044","남을 대신하여",""
"202","'이제 나이도 먹을 만큼 먹었으니 코 값을 해야지.'에서 '코 값을 해야지'의 뜻은? ","20130424","1037","얼굴이 잘생긴 만큼의 값을 하다",""
"202","'이제 나이도 먹을 만큼 먹었으니 코 값을 해야지.'에서 '코 값을 해야지'의 뜻은? ","20130424","1038","정력이 아주 세다",""
"202","'이제 나이도 먹을 만큼 먹었으니 코 값을 해야지.'에서 '코 값을 해야지'의 뜻은? ","20130424","1039","대장부답게 의젓하게 굴다","정답"
"202","'이제 나이도 먹을 만큼 먹었으니 코 값을 해야지.'에서 '코 값을 해야지'의 뜻은? ","20130424","1040","콧대가 너무 세어 건방지다",""
"201","'그 사람이 되깎이인지는 아무도 몰랐다.'에서 '되깎이'의 뜻은? ","20130423","1033","환속하였다가 다시 승려가 된 사람","정답"
"201","'그 사람이 되깎이인지는 아무도 몰랐다.'에서 '되깎이'의 뜻은? ","20130423","1034","늦게 성공한 사람",""
"201","'그 사람이 되깎이인지는 아무도 몰랐다.'에서 '되깎이'의 뜻은? ","20130423","1035","물건 값을 깎는 사람",""
"201","'그 사람이 되깎이인지는 아무도 몰랐다.'에서 '되깎이'의 뜻은? ","20130423","1036","승령가 되기 위해 속세를 떠난 사람",""
"200","'그 사람의 직업이 보자기라서 그런지 어딘지 약간은 거칠어 보인다.'에서 '보자기'의 뜻은? ","20130422","1029","먼 바다에 나가 고기잡이하는 사람",""
"200","'그 사람의 직업이 보자기라서 그런지 어딘지 약간은 거칠어 보인다.'에서 '보자기'의 뜻은? ","20130422","1030","바닷물 속에 들어가서 해산물을 채취하는 사람","정답"
"200","'그 사람의 직업이 보자기라서 그런지 어딘지 약간은 거칠어 보인다.'에서 '보자기'의 뜻은? ","20130422","1031","물고기를 팔며 생계를 유지하는 사람",""
"200","'그 사람의 직업이 보자기라서 그런지 어딘지 약간은 거칠어 보인다.'에서 '보자기'의 뜻은? ","20130422","1032","나룻배로 사람을 실어 나르는 사람",""
"199","다음 중 ‘치밀다’의 뜻이 잘못 풀이된 것은?","20130419","861","아래에서 위로 힘차게 밀어 올리다.",""
"199","다음 중 ‘치밀다’의 뜻이 잘못 풀이된 것은?","20130419","862","욕심 분노 슬픔 따위가 세차게 복받쳐 오르다.",""
"199","다음 중 ‘치밀다’의 뜻이 잘못 풀이된 것은?","20130419","863","있는 힘을 다하여 세게 밀다.","정답"
"199","다음 중 ‘치밀다’의 뜻이 잘못 풀이된 것은?","20130419","864","오래된 체증 때문에 생긴 덩어리 따위가 솟아오르다.",""
"198","'속이 너무 구쁜 나머지 아무것이나 손에 닿는 대로 입에 쑤셔 넣었다.'에서 '구쁜'의 뜻은? ","20130418","825","하는 짓이 예쁘다",""
"198","'속이 너무 구쁜 나머지 아무것이나 손에 닿는 대로 입에 쑤셔 넣었다.'에서 '구쁜'의 뜻은? ","20130418","826","먹고 싶어 입맛이 당기다","정답"
"198","'속이 너무 구쁜 나머지 아무것이나 손에 닿는 대로 입에 쑤셔 넣었다.'에서 '구쁜'의 뜻은? ","20130418","827","마음이 언짢다",""
"198","'속이 너무 구쁜 나머지 아무것이나 손에 닿는 대로 입에 쑤셔 넣었다.'에서 '구쁜'의 뜻은? ","20130418","828","다된 일에 코를 빠뜨리다",""
"197","다음 중 '맥쩍게'의 뜻은?","20130417","821","쓸데없고 실없이",""
"197","다음 중 '맥쩍게'의 뜻은?","20130417","822","심심하고 재미없게","정답"
"197","다음 중 '맥쩍게'의 뜻은?","20130417","823","맥이 풀려 힘이 빠지게",""
"197","다음 중 '맥쩍게'의 뜻은?","20130417","824","분하고 안타깝게",""
"196","'철이는 그 아비에겐 남에 없는 아이였다.'에서 '남에 없는'의 뜻은? ","20130416","817","남과 구별 없는",""
"196","'철이는 그 아비에겐 남에 없는 아이였다.'에서 '남에 없는'의 뜻은? ","20130416","818","남다르게 아주 특별하거나 극심한","정답"
"196","'철이는 그 아비에겐 남에 없는 아이였다.'에서 '남에 없는'의 뜻은? ","20130416","819","남는 것이 하나도 없는",""
"196","'철이는 그 아비에겐 남에 없는 아이였다.'에서 '남에 없는'의 뜻은? ","20130416","820","남이 하는 대로의",""
"195","다음 중 '좀녕'의 뜻은?","20130415","813","양심이 없는 사람",""
"195","다음 중 '좀녕'의 뜻은?","20130415","814","작은 일을 도모하는 사람",""
"195","다음 중 '좀녕'의 뜻은?","20130415","815","변덕스러운 사람",""
"195","다음 중 '좀녕'의 뜻은?","20130415","816","매사에 소심한 사람","정답"
"194","다음 중 '매욱하다'의 뜻은?","20130412","809","고집이 세고 심술궂다",""
"194","다음 중 '매욱하다'의 뜻은?","20130412","810","찬찬하지 못해 일을 잘 저지르다",""
"194","다음 중 '매욱하다'의 뜻은?","20130412","811","모질고 쌀쌀하다",""
"194","다음 중 '매욱하다'의 뜻은?","20130412","812","어리석고 둔하다","정답"
"193","다음 중 '몽총하다'의 뜻은?","20130411","805","정신이 나가 멍청하다",""
"193","다음 중 '몽총하다'의 뜻은?","20130411","806","푸접스럽고 아랑곳함이 없이 냉정하다","정답"
"193","다음 중 '몽총하다'의 뜻은?","20130411","807","미련하고 덜되다",""
"193","다음 중 '몽총하다'의 뜻은?","20130411","808","돈 쓰는 데 인색하다",""
"192","'삶이란 간대로 되는 것이 아니다.'에서 '간대로'의 뜻은? ","20130410","801","멋대로",""
"192","'삶이란 간대로 되는 것이 아니다.'에서 '간대로'의 뜻은? ","20130410","802","되는 대로",""
"192","'삶이란 간대로 되는 것이 아니다.'에서 '간대로'의 뜻은? ","20130410","803","그리 쉽사리","정답"
"192","'삶이란 간대로 되는 것이 아니다.'에서 '간대로'의 뜻은? ","20130410","804","닥치는 대로",""
"191","다음 중 '불목하니'의 뜻은?","20130409","797","대장간에서 일하는 사람",""
"191","다음 중 '불목하니'의 뜻은?","20130409","798","새경을 받아 가며 허드렛일을 하는 사람",""
"191","다음 중 '불목하니'의 뜻은?","20130409","799","절에서 밥 짓고 물 긷는 일을 하는 사람","정답"
"191","다음 중 '불목하니'의 뜻은?","20130409","800","땔감을 팔아 생계를 유지하는 사람",""
"190","다음 중 '습습하다'의 뜻은?","20130408","793","마음이 내키지 않아 찜찜하다",""
"190","다음 중 '습습하다'의 뜻은?","20130408","794","매사에 화통하다",""
"190","다음 중 '습습하다'의 뜻은?","20130408","795","늘 얼굴을 찡그리다",""
"190","다음 중 '습습하다'의 뜻은?","20130408","796","활발하고 너그럽다","정답"
"189","'그는 술자리에서 상관을 치살리며 환심을 사려 했다.'에서 '치살리며'의 뜻은? ","20130405","789","지나치게 치켜세우다","정답"
"189","'그는 술자리에서 상관을 치살리며 환심을 사려 했다.'에서 '치살리며'의 뜻은? ","20130405","790","적당하게 넘겨 주다",""
"189","'그는 술자리에서 상관을 치살리며 환심을 사려 했다.'에서 '치살리며'의 뜻은? ","20130405","791","기를 살려 주다",""
"189","'그는 술자리에서 상관을 치살리며 환심을 사려 했다.'에서 '치살리며'의 뜻은? ","20130405","792","한껏 부풀리다.",""
"188","'그는 멀리 떨어진 그녀에게 꾀꾀로 편지를 썼다.'에서 '꾀꾀로'의 뜻은? ","20130404","785","꾀를 내어",""
